A�O_EVAL;RBD;DGV_RBD;NOM_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;CLAVE;DOC_GENERO;NIVEL;SUBSECT;AE_PJE;EP_PJE;IRT_PJE;PF_PJE;PF_ESC;INSTR_PJE;CCE_ESC;M1D1_PJE;M1D2_PJE;M1D3_PJE;M1D4_PJE;M1D1_ESC;M1D2_ESC;M1D3_ESC;M1D4_ESC;M2D5_PJE;M2D6_PJE;M2D7_PJE;M2D5_ESC;M2D6_ESC;M2D7_ESC
2013;4290;0;ESCUELA CHARRUA;8;83;8303;CABRERO;2;1;ED1282396721;2;2;G;4;3;3;2,48;B;2,79;C;2,67;2,33;2,5;2;C;B;B;B;3;2,33;2,5;C;B;B
2013;4290;0;ESCUELA CHARRUA;8;83;8303;CABRERO;2;1;EG1353738721;2;3;EF;4;3;3;2,13;B;2,58;C;1,67;1,33;4;1,5;I;I;D;I;2,67;2;1,75;C;B;I
2013;4292;7;ESCUELA SALTO EL LAJA;8;83;8303;CABRERO;2;1;BB1107702521;2;3;L;4;3;4;2,53;C;2,92;C;2,67;1,67;3;2,5;C;I;C;B;2,67;2,83;2,38;C;C;B
2013;4292;7;ESCUELA SALTO EL LAJA;8;83;8303;CABRERO;2;1;CC1014307621;2;3;RC;4;4;2;2,36;B;2,82;C;2,17;2,33;1,75;1,25;B;B;I;I;3;3;3;C;C;C
2013;4292;7;ESCUELA SALTO EL LAJA;8;83;8303;CABRERO;2;1;CA1037036621;2;2;G;4;4;3;2,23;B;2,84;C;2,67;1,67;2,5;1,5;C;I;B;I;2,67;2,33;2,25;C;B;B
2013;4292;7;ESCUELA SALTO EL LAJA;8;83;8303;CABRERO;2;1;EE1674926911;1;3;CN;4;4;4;2,3;B;2,98;C;2;1,33;2;2,5;B;I;B;B;3;3;2,25;C;C;B
2013;4292;7;ESCUELA SALTO EL LAJA;8;83;8303;CABRERO;2;1;AA1085962421;2;3;M;4;3;2;2,18;B;2,51;C;2,5;1,5;2;1,5;B;I;B;I;3;2;2,75;C;B;C
2013;4292;7;ESCUELA SALTO EL LAJA;8;83;8303;CABRERO;2;1;IG1552685021;2;1;P;4;3;2;2,29;B;2,57;C;2,33;1,67;3;2,5;B;I;C;B;2,67;2,33;1,5;C;B;I
2013;4294;3;ESCUELA LOS OLMOS;8;83;8303;CABRERO;2;1;CB1020931511;1;2;G;3;2;3;1,33;I;1,8;B;1;1;1;1;I;I;I;I;2,33;1,5;1,5;B;I;I
2013;4303;6;ESCUELA LOS CAULLES;8;83;8303;CABRERO;2;1;CB1025749011;1;2;G;4;3;3;2,28;B;2,67;C;2,33;2,33;2,5;3;B;B;B;C;3;1,33;1,5;C;I;I
2013;4306;0;ESCUELA EL PROGRESO;8;83;8303;CABRERO;2;1;CA1088985223;2;3;L;4;3;3;1,73;I;2,34;B;1;1;1;1;I;I;I;I;2,67;2,83;2,63;C;C;C
2013;4309;5;LICEO DE HUEPIL;8;83;8312;TUCAPEL;2;0;CC1084645621;2;4;I;4;4;4;2,39;B;3,03;D;2,67;2,67;2,5;2;C;C;B;B;2,67;2;2,25;C;B;B
2013;4309;5;LICEO DE HUEPIL;8;83;8312;TUCAPEL;2;0;BC1094485311;1;4;M;4;4;3;2,64;C;3,08;D;3;2,67;2;3;C;C;B;C;2,67;3;2,13;C;C;B
2013;4309;5;LICEO DE HUEPIL;8;83;8312;TUCAPEL;2;0;AC1090747421;2;4;FP;4;3;3;2,46;B;2,78;C;2;2,33;1,5;1,5;B;B;I;I;3,33;3,33;3,25;D;D;C
2013;4309;5;LICEO DE HUEPIL;8;83;8312;TUCAPEL;2;0;ED1316336421;2;4;Q;4;3;3;2,23;B;2,64;B;2,5;1,5;2,25;2;B;I;B;B;3;2,33;2;C;B;B
2013;4310;9;ESCUELA BASICA TUCAPEL;8;83;8312;TUCAPEL;2;0;CB1043261621;2;2;G;4;4;3;2,34;B;2,9;C;2,33;2,33;2,5;1,5;B;B;B;I;3;3;1,75;C;C;I
2013;4310;9;ESCUELA BASICA TUCAPEL;8;83;8312;TUCAPEL;2;0;BB1058524521;2;2;G;4;3;3;2,65;C;2,89;D;3;1,33;2,5;3;C;I;B;C;3;3;2,75;C;C;C
2013;4310;9;ESCUELA BASICA TUCAPEL;8;83;8312;TUCAPEL;2;0;CA1053806921;2;5;TEL;4;3;3;2,01;B;2,51;B;1,67;2;1;2;I;B;I;B;2,83;2,67;1,88;C;C;B
2013;4310;9;ESCUELA BASICA TUCAPEL;8;83;8312;TUCAPEL;2;0;CD1317380021;2;2;G;4;3;3;2,46;B;2,78;C;2;2;3;3;B;B;C;C;2,83;2,5;1,88;C;B;B
2013;4310;9;ESCUELA BASICA TUCAPEL;8;83;8312;TUCAPEL;2;0;BA1027968325;2;5;TEA;4;3;4;2,45;B;2,87;C;3,33;1,67;2,5;2;D;I;B;B;2,67;3;2;C;C;B
2013;4310;9;ESCUELA BASICA TUCAPEL;8;83;8312;TUCAPEL;2;0;DC1974605221;2;3;M;4;3;3;2,64;C;2,88;C;3;2,67;3;2;C;C;C;B;2,33;3;2,5;B;C;B
2013;4310;9;ESCUELA BASICA TUCAPEL;8;83;8312;TUCAPEL;2;0;HG1874771621;2;1;P;4;3;3;2,01;B;2,51;B;2;1,67;1,5;1;B;I;I;I;3;2,67;2,25;C;C;B
2013;4310;9;ESCUELA BASICA TUCAPEL;8;83;8312;TUCAPEL;2;0;LM1438276621;2;5;TEA;4;3;3;2,36;B;2,72;B;2;3,33;1,75;2;B;D;I;B;2,83;3;1,63;C;C;I
2013;4311;7;ESCUELA LOS AVELLANOS;8;83;8312;TUCAPEL;2;1;BA1052653021;2;2;G;4;3;3;2,2;B;2,62;C;1,67;1,5;3,25;2,25;I;I;C;B;2,83;2,5;1,38;C;B;I
2013;4311;7;ESCUELA LOS AVELLANOS;8;83;8312;TUCAPEL;2;1;CB1012374021;2;1;P;4;4;3;2,42;B;2,95;C;1,67;2,67;3;2,5;I;C;C;B;3;2,33;1,75;C;B;I
2013;4311;7;ESCUELA LOS AVELLANOS;8;83;8312;TUCAPEL;2;1;BC1043126411;1;3;CS;4;3;2;1,81;B;2,29;B;2;2;1;1;B;B;I;I;2,67;2;2;C;B;B
2013;4311;7;ESCUELA LOS AVELLANOS;8;83;8312;TUCAPEL;2;1;FE1743229811;1;3;I;4;3;3;2,63;C;2,88;C;2,33;2,67;2,5;3;B;C;B;C;2,67;3;2,25;C;C;B
2013;4312;5;ESCUELA ALEJANDRO PEREZ URBANO;8;83;8312;TUCAPEL;2;1;FG1391459221;2;2;G;4;3;4;2,05;B;2,63;B;2,67;1,33;1,5;2;C;I;I;B;2,67;2,67;1,5;C;C;I
2013;4312;5;ESCUELA ALEJANDRO PEREZ URBANO;8;83;8312;TUCAPEL;2;1;FG1089891321;2;3;I;4;3;4;2,5;B;2,9;C;2,67;2,67;2;2;C;C;B;B;3;2,67;2,5;C;C;B
2013;4312;5;ESCUELA ALEJANDRO PEREZ URBANO;8;83;8312;TUCAPEL;2;1;KJ1175717611;1;3;EF;4;3;4;2,29;B;2,77;C;2;2,33;2;2;B;B;B;B;2,67;2,67;2,38;C;C;B
2013;4312;5;ESCUELA ALEJANDRO PEREZ URBANO;8;83;8312;TUCAPEL;2;1;KI1914827521;2;5;TEA;4;3;4;2,56;C;2,94;C;2,33;2,33;3;3;B;B;C;C;2,67;2,33;2,25;C;B;B
2013;4314;1;ESCUELA LAS HIJUELAS;8;83;8312;TUCAPEL;2;1;CB1052748911;1;2;G;4;4;4;1,85;B;2,71;B;2,67;1,67;1;1;C;I;I;I;2,83;2;1,75;C;B;I
2013;4316;8;ESCUELA LA OBRA;8;83;8312;TUCAPEL;2;1;FF1240919621;2;2;G;4;4;4;2,54;C;3,12;D;2,67;2,33;2;2;C;B;B;B;3;3;2,75;C;C;C
2013;4317;6;ESCUELA LOS AROMOS;8;83;8312;TUCAPEL;2;1;CA1092899311;1;2;G;4;4;4;2,08;B;2,85;C;1,67;2,33;3;2;I;B;C;B;2,33;2;1,25;B;B;I
2013;4321;4;ESCUELA LOMAS DE TUCAPEL;8;83;8312;TUCAPEL;2;1;AB1076326511;1;2;G;4;3;4;1,92;B;2,55;C;2;2,67;2;1,5;B;C;B;I;2,33;1,67;1,25;B;I;I
2013;4324;9;LICEO  DOCTOR VICTOR RIOS RUIZ;8;83;8302;ANTUCO;2;0;CA1042992321;2;5;TEL;4;4;3;2,37;B;2,92;C;2,33;2;2,5;3;B;B;B;C;2,67;2,33;1,75;C;B;I
2013;4324;9;LICEO  DOCTOR VICTOR RIOS RUIZ;8;83;8302;ANTUCO;2;0;AA1020521721;2;5;TEL;4;4;3;2,17;B;2,8;C;2,67;2;2,5;2;C;B;B;B;2,67;2,33;1;C;B;I
2013;4324;9;LICEO  DOCTOR VICTOR RIOS RUIZ;8;83;8302;ANTUCO;2;0;BB1002548921;2;1;P;4;4;3;2,31;B;2,89;C;2;2;3;2;B;B;C;B;2,67;3;1,5;C;C;I
2013;4324;9;LICEO  DOCTOR VICTOR RIOS RUIZ;8;83;8302;ANTUCO;2;0;DC1995668811;1;3;M;3;3;3;2,38;B;2,63;C;2,33;3;2;1,5;B;C;B;I;2,67;2,67;2,5;C;C;B
2013;4330;3;ESCUELA OLGA RIOS DE PINOCHET;8;83;8302;ANTUCO;2;1;CB1073486021;2;2;G;4;3;3;2,4;B;2,74;C;2,17;2,5;2,75;2,25;B;B;C;B;2,67;2,33;2,13;C;B;B
2013;4330;3;ESCUELA OLGA RIOS DE PINOCHET;8;83;8302;ANTUCO;2;1;IG1668826221;2;1;P;4;4;3;2,19;B;2,81;C;1,67;2;1,5;2;I;B;I;B;3;2,67;2,5;C;C;B
2013;4330;3;ESCUELA OLGA RIOS DE PINOCHET;8;83;8302;ANTUCO;2;1;EF1500139921;2;5;TEL;4;4;4;2,14;B;2,88;C;1,67;2;2,5;2;I;B;B;B;3;2,33;1,5;C;B;I
2013;4331;1;LICEO FRANCISCO BASCUNAN GUERRERO;8;83;8309;QUILLECO;2;0;CA1004407711;1;3;ET;4;3;2;2,14;B;2,48;B;1,67;2;2;2;I;B;B;B;2,67;2,67;2;C;C;B
2013;4331;1;LICEO FRANCISCO BASCUNAN GUERRERO;8;83;8309;QUILLECO;2;0;CA1075858911;1;4;AM;4;4;3;2,45;B;2,97;C;3,33;1,67;3;3;D;I;C;C;2,67;1;2,5;C;I;B
2013;4331;1;LICEO FRANCISCO BASCUNAN GUERRERO;8;83;8309;QUILLECO;2;0;AC1026878911;1;4;FP;4;4;2;2,71;C;3,03;C;2,33;2;3;3,5;B;B;C;D;3;2,67;2,5;C;C;B
2013;4331;1;LICEO FRANCISCO BASCUNAN GUERRERO;8;83;8309;QUILLECO;2;0;JJ1136172911;1;3;L;4;4;4;2,8;C;3,28;D;3,67;1,67;2;3,5;D;I;B;D;3;3;2,75;C;C;C
2013;4331;1;LICEO FRANCISCO BASCUNAN GUERRERO;8;83;8309;QUILLECO;2;0;CC1004715611;1;3;I;4;4;3;1,88;B;2,63;B;2;2,5;1;2,5;B;B;I;B;2,5;1,67;1;B;I;I
2013;4333;8;LICEO ISABEL RIQUELME;8;83;8309;QUILLECO;2;0;CC1076832721;2;4;B;4;3;3;2,18;B;2,61;B;2;2;2;2,5;B;B;B;B;2,5;2,5;1,75;B;B;I
2013;4333;8;LICEO ISABEL RIQUELME;8;83;8309;QUILLECO;2;0;CA1092712421;2;3;RC;4;4;3;2,23;B;2,84;C;2,67;1,67;2;2,5;C;I;B;B;2,67;2,33;1,75;C;B;I
2013;4334;6;ESCUELA BASICA VILLA MERCEDES;8;83;8309;QUILLECO;2;0;AB1106296521;2;1;P;4;3;3;2,56;C;2,84;C;3;2,33;3;2,5;C;B;C;B;2,67;2,67;1,75;C;C;I
2013;4334;6;ESCUELA BASICA VILLA MERCEDES;8;83;8309;QUILLECO;2;0;JJ1330776521;2;3;L;4;3;3;2,64;C;2,88;D;3,17;2,67;2,25;2,25;C;C;B;B;3;2,67;2,5;C;C;B
2013;4334;6;ESCUELA BASICA VILLA MERCEDES;8;83;8309;QUILLECO;2;0;KJ1492137221;2;3;CS;4;4;2;2,17;B;2,7;C;2;1,67;2;2;B;I;B;B;2,67;2,33;2,5;C;B;B
2013;4352;4;ESCUELA BASICA ENRIQUE BERNSTEIN CARABANTES;8;83;8311;SANTA BARBARA;2;0;BA1102389221;2;3;I;4;4;3;2,24;B;2,84;C;2,17;2,33;2,75;1,75;B;B;C;I;2,67;2;2;C;B;B
2013;4352;4;ESCUELA BASICA ENRIQUE BERNSTEIN CARABANTES;8;83;8311;SANTA BARBARA;2;0;CB1029450321;2;3;L;4;4;4;2,68;C;3,21;D;2,83;2,33;2,25;2,5;C;B;B;B;3;3,33;2,5;C;D;B
2013;4352;4;ESCUELA BASICA ENRIQUE BERNSTEIN CARABANTES;8;83;8311;SANTA BARBARA;2;0;BA1068182721;2;2;G;4;4;3;2,29;B;2,87;C;3;2;2;2;C;B;B;B;2,67;2,5;1,88;C;B;B
2013;4352;4;ESCUELA BASICA ENRIQUE BERNSTEIN CARABANTES;8;83;8311;SANTA BARBARA;2;0;AB2032109221;2;2;G;4;3;3;2,85;C;3,01;D;3,67;3,33;3;2;D;D;C;B;2,67;3;2,25;C;C;B
2013;4353;2;LICEO CARDENAL ANTONIO SAMORE;8;83;8311;SANTA BARBARA;2;0;CB1063213011;1;4;B;3;2;3;2,07;B;2,24;B;2;1,67;2,5;1,25;B;I;B;I;2,83;2,33;1,88;C;B;B
2013;4353;2;LICEO CARDENAL ANTONIO SAMORE;8;83;8311;SANTA BARBARA;2;0;BB1092225321;2;4;ET;4;3;4;2,48;B;2,89;C;2,33;2;2;1,5;B;B;B;I;3;3;3,5;C;C;D
2013;4353;2;LICEO CARDENAL ANTONIO SAMORE;8;83;8311;SANTA BARBARA;2;0;CB1039529611;1;4;AM;3;3;3;1,93;B;2,36;B;2,33;1,33;1,5;2;B;I;I;B;2,33;2;2;B;B;B
2013;4353;2;LICEO CARDENAL ANTONIO SAMORE;8;83;8311;SANTA BARBARA;2;0;CA1036490411;1;4;H;4;2;3;1,87;B;2,22;B;2,67;2,33;1;1;C;B;I;I;2,67;1,67;1,75;C;I;I
2013;4353;2;LICEO CARDENAL ANTONIO SAMORE;8;83;8311;SANTA BARBARA;2;0;BC1109482321;2;4;I;4;3;4;2,12;B;2,67;C;2;2,33;1;2,5;B;B;I;B;2,33;2,67;2;B;C;B
2013;4353;2;LICEO CARDENAL ANTONIO SAMORE;8;83;8311;SANTA BARBARA;2;0;CB1103691421;2;4;L;3;3;3;1,95;B;2,37;C;2,67;2,33;1;1;C;B;I;I;2,67;2,33;1,63;C;B;I
2013;4353;2;LICEO CARDENAL ANTONIO SAMORE;8;83;8311;SANTA BARBARA;2;0;BB1032576921;2;4;FP;4;3;3;2,52;C;2,81;C;2,33;2,67;2,5;1,5;B;C;B;I;2,67;3;3;C;C;C
2013;4353;2;LICEO CARDENAL ANTONIO SAMORE;8;83;8311;SANTA BARBARA;2;0;BA1105359311;1;4;I;4;4;3;2,3;B;2,88;C;3,33;3;1;2;D;C;I;B;2,67;2,33;1,75;C;B;I
2013;4353;2;LICEO CARDENAL ANTONIO SAMORE;8;83;8311;SANTA BARBARA;2;0;CB1024393821;2;4;EF;4;3;3;2,28;B;2,67;C;2,67;1,67;3;1,5;C;I;C;I;2,67;2,67;1,75;C;C;I
2013;4354;0;ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO;8;83;8314;ALTO BIOBIO;2;1;DD1222578621;2;3;I;4;4;3;2,32;B;2,89;C;1,67;2,67;2;2,5;I;C;B;B;3;2,67;1,75;C;C;I
2013;4354;0;ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO;8;83;8314;ALTO BIOBIO;2;1;IG1550888021;2;5;TEL;4;3;3;1,99;B;2,49;C;2;1;2;1;B;I;B;I;2,67;3;2,25;C;C;B
2013;4354;0;ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO;8;83;8314;ALTO BIOBIO;2;1;IH1068398921;2;1;P;4;3;3;1,86;B;2,42;C;2;1;1,5;2;B;I;I;B;2,67;2,33;1,5;C;B;I
2013;4356;7;ESCUELA LOS BOLDOS;8;83;8311;SANTA BARBARA;2;1;CC1020181511;1;3;EF;4;3;4;2,14;B;2,68;C;2,67;2,67;1,5;2;C;C;I;B;2,33;2,33;1,5;B;B;I
2013;4356;7;ESCUELA LOS BOLDOS;8;83;8311;SANTA BARBARA;2;1;CC1014332721;2;2;G;4;4;4;2;B;2,8;C;2,17;1,67;2,5;1,5;B;I;B;I;2,67;2;1,5;C;B;I
2013;4357;5;ESCUELA BASICA VILLACURA;8;83;8311;SANTA BARBARA;2;1;BA1067433611;1;3;L;4;3;4;1,95;B;2,57;C;2,67;1,5;2;1,25;C;I;B;I;2,67;1,33;2,25;C;I;B
2013;4358;3;ESCUELA MARIANO PUGA VEGA;8;83;8311;SANTA BARBARA;2;1;CC1010640711;1;3;RC;3;3;3;1,43;I;2,06;B;1;1;1;1;I;I;I;I;2,67;1,33;2;C;I;B
2013;4359;1;ESCUELA BASICA MANIL;8;83;8311;SANTA BARBARA;2;1;CD1428440521;2;2;G;4;4;4;2,5;B;3,1;D;3,33;1,67;2,5;2,5;D;I;B;B;2,67;2,33;2,5;C;B;B
2013;4359;1;ESCUELA BASICA MANIL;8;83;8311;SANTA BARBARA;2;1;CE1186171621;2;5;TEL;3;2;3;2,33;B;2,4;C;2,67;2;3;2,5;C;B;C;B;2,33;2,33;1,5;B;B;I
2013;4361;3;ESCUELA BASICA CORCOVADO;8;83;8311;SANTA BARBARA;2;1;DE1617168121;2;3;L;4;3;3;2,13;B;2,58;C;1,33;2;1,5;1,5;I;B;I;I;3;3,33;2,25;C;D;B
2013;4372;9;ESCUELA QUILLAILEO;8;83;8311;SANTA BARBARA;2;1;BB1018682811;1;3;CS;4;4;3;2,14;B;2,78;C;1,67;2;2;2;I;B;B;B;2,67;2,67;2;C;C;B
2013;4372;9;ESCUELA QUILLAILEO;8;83;8311;SANTA BARBARA;2;1;DE1664846011;1;3;M;4;3;4;2,56;C;2,94;C;2,67;2;2,75;2,25;C;B;C;B;3,33;2,67;2,25;D;C;B
2013;4374;5;ESCUELA BASICA PITRIL;8;83;8314;ALTO BIOBIO;2;1;CB1081730511;1;2;G;4;2;2;1,74;I;2,04;B;2,33;1,33;1;1;B;I;I;I;2,67;2,33;1,5;C;B;I
2013;4374;5;ESCUELA BASICA PITRIL;8;83;8314;ALTO BIOBIO;2;1;CA1088619721;2;2;G;4;3;3;1,95;B;2,47;B;2,33;2;1;2;B;B;I;B;2,67;1,67;2;C;I;B
2013;4374;5;ESCUELA BASICA PITRIL;8;83;8314;ALTO BIOBIO;2;1;IG1969138321;2;1;P;4;4;3;2,62;C;3,07;D;2,33;2,33;3;2,5;B;B;C;B;3;2,67;2,5;C;C;B
2013;4375;3;ESCUELA RALCO LEPOY;8;83;8314;ALTO BIOBIO;2;1;AC1064032821;2;2;G;4;2;2;1,93;B;2,16;B;2,33;2;2,5;1,5;B;B;B;I;2;1,67;1,5;B;I;I
2013;4375;3;ESCUELA RALCO LEPOY;8;83;8314;ALTO BIOBIO;2;1;KL1508391711;1;5;TEA;4;3;2;2,44;B;2,66;C;2,67;1,67;3;2,5;C;I;C;B;2,67;2,67;1,88;C;C;B
2013;4379;6;ESCUELA CALLAQUI;8;83;8314;ALTO BIOBIO;2;1;CA1105145621;2;2;G;3;2;4;2,29;B;2,47;C;2;2,67;2;2;B;C;B;B;2,67;2,67;2;C;C;B
2013;4379;6;ESCUELA CALLAQUI;8;83;8314;ALTO BIOBIO;2;1;CA1071751925;2;1;P;4;4;4;2,18;B;2,91;C;2,33;2,33;1;2;B;B;I;B;3;2,33;2,25;C;B;B
2013;4392;3;INSTITUTO VALLE DEL SOL QUILACO;8;83;8308;QUILACO;2;0;CB1013483611;1;2;G;4;4;4;2,55;C;3,13;D;3;1,67;3;2;C;I;C;B;2,67;3;2,5;C;C;B
2013;4392;3;INSTITUTO VALLE DEL SOL QUILACO;8;83;8308;QUILACO;2;0;CA1072500311;1;4;ET;4;3;2;2,56;C;2,74;C;3;2,33;3;1,5;C;B;C;I;2,67;2,67;2,75;C;C;C
2013;4392;3;INSTITUTO VALLE DEL SOL QUILACO;8;83;8308;QUILACO;2;0;BB1102468021;2;3;L;4;4;3;2,48;B;2,99;C;2,33;2;2;2,5;B;B;B;B;2,67;3,33;2,5;C;D;B
2013;4392;3;INSTITUTO VALLE DEL SOL QUILACO;8;83;8308;QUILACO;2;0;DE1904274321;2;4;I;4;3;3;2,4;B;2,74;C;3;2,33;2,5;2;C;B;B;B;2,67;2,33;2;C;B;B
2013;4392;3;INSTITUTO VALLE DEL SOL QUILACO;8;83;8308;QUILACO;2;0;CB1009438421;2;5;TEL;4;4;3;1,94;B;2,66;C;2;1,67;1;1;B;I;I;I;3;2,67;2,25;C;C;B
2013;4392;3;INSTITUTO VALLE DEL SOL QUILACO;8;83;8308;QUILACO;2;0;CA1104397911;1;4;AV;4;3;3;2,13;B;2,58;C;3;1,67;1;2;C;I;I;B;2,5;2,33;2,38;B;B;B
2013;4392;3;INSTITUTO VALLE DEL SOL QUILACO;8;83;8308;QUILACO;2;0;GF1028493521;2;2;G;4;3;3;2,31;B;2,69;C;3;2,67;2;1,5;C;C;B;I;2,67;2,33;2;C;B;B
2013;4392;3;INSTITUTO VALLE DEL SOL QUILACO;8;83;8308;QUILACO;2;0;GH1436575121;2;1;P;4;4;3;2,21;B;2,83;C;3;2;1;3;C;B;I;C;2,67;2,33;1,5;C;B;I
2013;4392;3;INSTITUTO VALLE DEL SOL QUILACO;8;83;8308;QUILACO;2;0;CB1095432921;2;3;CN;4;3;3;2,61;C;2,87;C;3,33;2,67;2;2;D;C;B;B;2,67;2,83;2,75;C;C;C
2013;4392;3;INSTITUTO VALLE DEL SOL QUILACO;8;83;8308;QUILACO;2;0;MK1992048221;2;5;TEA;4;4;3;2,61;C;3,07;D;3;2,83;2,25;2,75;C;C;B;C;2,67;3;1,75;C;C;I
2013;4392;3;INSTITUTO VALLE DEL SOL QUILACO;8;83;8308;QUILACO;2;0;JI1646472021;2;4;B;4;3;4;2,12;B;2,67;C;1,67;1,67;2;1;I;I;B;I;3;3;2,5;C;C;B
2013;4395;8;ESCUELA BASICA CERRO EL PADRE;8;83;8308;QUILACO;2;1;GF1337680311;1;2;G;3;4;3;1,94;B;2,56;C;2,33;1,33;2,5;2;B;I;B;B;2,67;1;1,75;C;I;I
2013;4396;6;ESCUELA BASICA CAMPAMENTO;8;83;8308;QUILACO;2;1;CA1026573811;1;3;CS;4;3;2;1,66;I;2,2;B;1,67;1,67;2;1;I;I;B;I;2,33;1,67;1,25;B;I;I
2013;4397;4;ESCUELA BASICA DANICALQUI;8;83;8308;QUILACO;2;1;BA1066974221;2;2;G;4;3;3;1,95;B;2,47;B;2,67;1,33;2;1,5;C;I;B;I;2,33;2,33;1,5;B;B;I
2013;4402;4;ESCUELA BASICA LONCOPANGUE;8;83;8308;QUILACO;2;1;BA1032757621;2;3;CN;4;4;4;2,52;C;3,11;D;2,67;2,33;2;2;C;B;B;B;2,67;3;3;C;C;C
2013;4404;0;LICEO MIGUEL ANGEL CERDA LEIVA;8;83;8305;MULCHEN;2;0;BB1035660111;1;4;M;4;3;2;2,54;C;2,72;C;2,67;1,33;3;3;C;I;C;C;2,83;2,83;2,13;C;C;B
2013;4404;0;LICEO MIGUEL ANGEL CERDA LEIVA;8;83;8305;MULCHEN;2;0;BC1104587411;1;4;F;3;3;2;2,66;C;2,7;C;3;1,67;2,5;2,5;C;I;B;B;3,33;3;2,63;D;C;C
2013;4404;0;LICEO MIGUEL ANGEL CERDA LEIVA;8;83;8305;MULCHEN;2;0;CB1036582211;1;4;RC;4;3;3;1,79;B;2,37;B;1,67;1,67;1,5;1;I;I;I;I;2,33;2,33;2;B;B;B
2013;4404;0;LICEO MIGUEL ANGEL CERDA LEIVA;8;83;8305;MULCHEN;2;0;CC1043459421;2;4;AV;4;3;3;2,29;B;2,67;C;3,33;3;1;2;D;C;I;B;2,67;2;2;C;B;B
2013;4404;0;LICEO MIGUEL ANGEL CERDA LEIVA;8;83;8305;MULCHEN;2;0;GF1017052911;1;4;H;3;3;3;1,52;I;2,11;B;1,33;1,33;1;1;I;I;I;I;2,33;1,67;2;B;I;B
2013;4404;0;LICEO MIGUEL ANGEL CERDA LEIVA;8;83;8305;MULCHEN;2;0;BC1098423121;2;4;M;4;3;3;2,97;C;3,08;D;2,67;3,67;3;3;C;D;C;C;2,67;3;2,75;C;C;C
2013;4404;0;LICEO MIGUEL ANGEL CERDA LEIVA;8;83;8305;MULCHEN;2;0;BC1031990921;2;4;I;4;2;2;2,46;B;2,48;C;2,33;2,33;2,5;3;B;B;B;C;3;2,33;1,75;C;B;I
2013;4404;0;LICEO MIGUEL ANGEL CERDA LEIVA;8;83;8305;MULCHEN;2;0;JJ1280343411;1;4;H;3;2;2;2,06;B;2,14;B;2,67;1,67;2;1;C;I;B;I;2,67;2,67;1,75;C;C;I
2013;4404;0;LICEO MIGUEL ANGEL CERDA LEIVA;8;83;8305;MULCHEN;2;0;JJ1052195311;1;4;L;4;3;3;2,55;C;2,83;C;2,67;2;2;3;C;B;B;C;2,67;3;2,5;C;C;B
2013;4405;9;ESCUELA BLANCO ENCALADA;8;83;8305;MULCHEN;2;0;FG1885201621;2;3;M;4;4;4;2,35;B;3,01;D;3,67;2,67;1,5;1,5;D;C;I;I;2,67;2,67;1,75;C;C;I
2013;4405;9;ESCUELA BLANCO ENCALADA;8;83;8305;MULCHEN;2;0;BA1100918111;1;5;TEA;4;4;3;2,32;B;2,89;C;3;1,67;3;2;C;I;C;B;3;2,33;1,25;C;B;I
2013;4405;9;ESCUELA BLANCO ENCALADA;8;83;8305;MULCHEN;2;0;AA1092999621;2;5;TEA;4;4;3;2,77;C;3,16;D;3,33;3;2;2,5;D;C;B;B;3,33;3;2,25;D;C;B
2013;4405;9;ESCUELA BLANCO ENCALADA;8;83;8305;MULCHEN;2;0;CA1062062921;2;5;TEA;4;4;3;2,41;B;2,95;C;2,17;1,5;2,75;2,75;B;I;C;C;2,67;3;2;C;C;B
2013;4405;9;ESCUELA BLANCO ENCALADA;8;83;8305;MULCHEN;2;0;FG1809518021;2;2;G;4;4;3;2,63;C;3,08;D;3;2,67;2;2;C;C;B;B;3;3;2,75;C;C;C
2013;4405;9;ESCUELA BLANCO ENCALADA;8;83;8305;MULCHEN;2;0;IK1916908221;2;5;TEA;4;3;3;2,21;B;2,63;C;2,83;2;2;1;C;B;B;I;2,83;2,83;2;C;C;B
2013;4405;9;ESCUELA BLANCO ENCALADA;8;83;8305;MULCHEN;2;0;II1573687621;2;5;TEA;4;3;2;2,17;B;2,5;B;2,33;1,67;2,5;1,5;B;I;B;I;2,67;3;1,5;C;C;I
2013;4405;9;ESCUELA BLANCO ENCALADA;8;83;8305;MULCHEN;2;0;HI1665019321;2;3;EF;4;3;3;2,12;B;2,57;C;3;1;1;2;C;I;I;B;3;2,33;2,5;C;B;B
2013;4405;9;ESCUELA BLANCO ENCALADA;8;83;8305;MULCHEN;2;0;KJ1480285121;2;3;L;4;3;3;2,52;C;2,81;C;2,67;2,33;2,5;1,75;C;B;B;I;2,67;3;2,75;C;C;C
2013;4405;9;ESCUELA BLANCO ENCALADA;8;83;8305;MULCHEN;2;0;LL1084877221;2;5;TEA;4;4;3;2,12;B;2,77;C;2,33;1,33;2,25;2;B;I;B;B;3;2,67;1,25;C;C;I
